policyholder_id,age,policy_age_group,gender,marital_status,employment_status,region,monthly_income_usd,dependents_count,plan_type,payment_frequency,acquisition_channel,tenure_months,monthly_premium_usd,billing_amount_usd,premium_to_income_ratio,payment_delay_days_avg,missed_payments_last_12m,late_payments_last_12m,customer_service_calls_last_6m,complaints_last_12m,policy_changes_last_12m,claims_last_24m,mobile_app_usage_score,sms_engagement_rate,retention_offer_received,churn_probability_proxy,churn
PH102191,47,46-60,Female,Married,Formally Employed,Bulawayo,539.67,3,Basic,Annual,Mobile App,31,7.43,74.3,0.0138,10,0,1,4,0,0,1,53,0.38,0,0.045,0
PH102192,65,60+,Female,Married,Informal Trader,Manicaland,152.44,0,Standard,Annual,Website,57,18.0,180.0,0.1181,0,0,2,2,1,0,0,72,0.352,0,0.041,0
PH102193,25,18-25,Female,Single,Informal Trader,Manicaland,189.39,3,Premium,Quarterly,Agent,21,17.26,48.33,0.0911,16,2,0,1,2,0,0,44,0.689,1,0.115,0
PH102194,43,36-45,Female,Divorced,Formally Employed,Mashonaland East,315.55,2,Standard,Biannual,Referral,53,10.37,56.0,0.0329,9,0,3,1,0,1,0,20,0.436,0,0.035,0
PH102195,33,26-35,Male,Married,Formally Employed,Bulawayo,516.57,2,Standard,Quarterly,Referral,55,13.13,36.76,0.0254,5,1,1,2,0,1,0,83,0.321,0,0.02,0
PH102196,46,46-60,Female,Married,Self Employed,Bulawayo,369.14,0,Basic,Biannual,Agent,34,9.81,52.97,0.0266,0,3,0,0,0,2,0,40,0.436,0,0.057,0
PH102197,41,36-45,Female,Married,Self Employed,Manicaland,575.73,3,Basic,Monthly,Referral,35,6.28,6.28,0.0109,17,2,3,5,0,0,0,37,0.714,0,0.123,0
PH102198,33,26-35,Female,Married,Informal Trader,Harare,279.65,0,Premium,Monthly,Agent,34,17.79,17.79,0.0636,30,2,1,1,1,0,0,51,0.396,0,0.117,1
PH102199,47,46-60,Male,Single,Informal Trader,Matabeleland North,335.47,1,Family,Biannual,Agent,42,27.58,148.93,0.0822,21,2,4,1,1,0,1,77,0.762,0,0.089,0
PH102200,63,60+,Male,Married,Formally Employed,Masvingo,401.65,2,Standard,Annual,Agent,35,16.59,165.9,0.0413,2,2,4,4,0,1,1,61,0.819,1,0.053,0
PH102201,39,36-45,Female,Married,Farmer,Manicaland,45.0,3,Basic,Monthly,Referral,19,6.27,6.27,0.1393,0,1,0,1,0,0,0,54,0.52,1,0.043,0
PH102202,50,46-60,Female,Widowed,Self Employed,Harare,608.91,1,Standard,Monthly,Branch,21,14.54,14.54,0.0239,0,0,1,2,0,1,0,76,0.621,1,0.047,0
PH102203,25,18-25,Female,Married,Informal Trader,Manicaland,265.05,5,Family,Annual,Mobile App,33,24.5,245.0,0.0924,8,1,2,0,0,0,1,56,0.562,1,0.043,0
PH102204,30,26-35,Female,Married,Unemployed,Harare,144.79,1,Premium,Monthly,Agent,38,18.13,18.13,0.1252,13,1,5,2,0,2,0,51,0.815,1,0.087,0
PH102205,47,46-60,Female,Widowed,Farmer,Manicaland,301.69,2,Family,Annual,Agent,33,24.49,244.9,0.0812,19,0,4,3,0,0,0,72,0.378,0,0.089,0
PH102206,59,46-60,Female,Single,Self Employed,Mashonaland East,423.81,1,Basic,Quarterly,Referral,55,6.2,17.36,0.0146,10,3,2,1,1,0,1,54,0.812,0,0.052,0
PH102207,45,36-45,Female,Widowed,Informal Trader,Masvingo,45.0,2,Premium,Biannual,Agent,38,18.18,98.17,0.404,0,0,1,3,1,0,0,38,0.567,1,0.242,0
PH102208,37,36-45,Male,Single,Self Employed,Midlands,320.2,0,Standard,Monthly,Agent,91,7.08,7.08,0.0221,8,1,3,4,2,0,0,74,0.686,0,0.045,0
PH102209,41,36-45,Female,Married,Informal Trader,Midlands,192.22,2,Standard,Monthly,Agent,35,10.5,10.5,0.0546,1,1,3,0,3,1,0,82,0.729,1,0.09,0
PH102210,26,26-35,Female,Married,Self Employed,Matabeleland South,303.78,2,Standard,Monthly,Agent,52,11.93,11.93,0.0393,13,1,4,2,1,0,0,61,0.757,0,0.099,0
PH102211,48,46-60,Male,Married,Self Employed,Matabeleland North,344.87,5,Standard,Biannual,Branch,31,15.2,82.08,0.0441,19,1,5,2,1,0,0,69,0.721,1,0.1,0
PH102212,52,46-60,Male,Widowed,Unemployed,Mashonaland East,123.33,1,Family,Quarterly,Mobile App,32,26.52,74.26,0.215,3,4,4,3,1,0,0,67,0.437,1,0.284,0
PH102213,36,36-45,Male,Single,Formally Employed,Masvingo,797.37,4,Family,Monthly,Branch,20,25.48,25.48,0.032,11,1,2,4,1,1,0,14,0.421,0,0.179,0
PH102214,35,26-35,Female,Married,Farmer,Harare,272.34,1,Basic,Quarterly,Agent,47,6.83,19.12,0.0251,6,1,5,0,2,0,0,51,0.631,0,0.034,0
PH102215,44,36-45,Male,Married,Unemployed,Matabeleland North,163.23,4,Standard,Quarterly,Agent,10,14.45,40.46,0.0885,5,1,5,6,0,0,1,52,0.623,1,0.119,0
PH102216,36,36-45,Female,Widowed,Self Employed,Masvingo,300.51,1,Family,Annual,Agent,11,22.0,220.0,0.0732,1,0,4,2,1,0,0,49,0.558,0,0.103,0
PH102217,40,36-45,Male,Single,Self Employed,Bulawayo,632.87,7,Basic,Monthly,Website,28,5.09,5.09,0.008,15,1,7,3,0,0,0,81,0.667,0,0.033,0
PH102218,66,60+,Male,Widowed,Self Employed,Matabeleland North,402.81,1,Standard,Monthly,Agent,53,15.98,15.98,0.0397,20,1,5,1,3,0,0,46,0.415,0,0.336,1
PH102219,38,36-45,Female,Married,Farmer,Mashonaland East,218.49,4,Basic,Monthly,Agent,41,7.18,7.18,0.0329,13,1,6,2,4,0,0,59,0.317,1,0.229,1
PH102220,37,36-45,Male,Single,Formally Employed,Matabeleland South,128.08,1,Basic,Monthly,Agent,87,5.0,5.0,0.039,12,3,1,2,1,0,0,28,0.834,0,0.093,0
PH102221,33,26-35,Female,Married,Informal Trader,Mashonaland East,334.97,0,Family,Annual,Branch,19,25.34,253.4,0.0756,10,1,4,3,1,0,0,74,0.493,0,0.132,0
PH102222,50,46-60,Female,Single,Informal Trader,Harare,361.78,2,Standard,Monthly,Mobile App,23,12.06,12.06,0.0333,0,3,1,2,0,0,1,37,0.821,1,0.08,0
PH102223,39,36-45,Female,Married,Farmer,Midlands,310.26,0,Premium,Annual,Agent,15,18.44,184.4,0.0594,24,4,4,2,1,0,0,90,0.023,0,0.256,0
PH102224,33,26-35,Male,Single,Unemployed,Mashonaland West,45.0,3,Basic,Annual,Branch,41,8.26,82.6,0.1836,7,3,5,3,1,0,0,91,0.756,0,0.216,0
PH102225,57,46-60,Female,Married,Informal Trader,Mashonaland West,362.74,1,Basic,Monthly,Branch,30,10.01,10.01,0.0276,6,2,0,1,2,1,0,61,0.21,1,0.129,0
PH102226,58,46-60,Female,Married,Formally Employed,Mashonaland East,393.98,1,Family,Biannual,Mobile App,24,27.55,148.77,0.0699,17,2,3,3,1,1,0,69,0.424,0,0.162,0
PH102227,34,26-35,Female,Married,Self Employed,Masvingo,166.34,2,Standard,Monthly,Referral,24,12.67,12.67,0.0762,8,2,1,2,1,0,1,48,0.296,0,0.18,1
PH102228,19,18-25,Female,Married,Formally Employed,Harare,838.37,2,Basic,Quarterly,Agent,10,5.65,15.82,0.0067,7,2,3,3,0,1,0,48,0.431,0,0.116,0
PH102229,53,46-60,Female,Married,Farmer,Manicaland,371.28,3,Family,Monthly,Referral,58,25.64,25.64,0.0691,0,0,0,0,2,0,0,23,0.708,0,0.075,0
PH102230,33,26-35,Female,Single,Informal Trader,Midlands,328.21,4,Standard,Annual,Mobile App,39,11.73,117.3,0.0357,0,1,0,3,1,0,0,18,0.671,0,0.081,0
PH102231,50,46-60,Female,Married,Unemployed,Matabeleland North,151.45,0,Standard,Monthly,Agent,45,14.93,14.93,0.0986,6,1,3,0,0,1,0,31,0.482,1,0.15,0
PH102232,18,18-25,Male,Divorced,Informal Trader,Matabeleland South,437.92,2,Standard,Annual,Website,104,12.17,121.7,0.0278,22,2,1,1,2,0,0,84,0.547,0,0.042,0
PH102233,52,46-60,Male,Widowed,Self Employed,Harare,297.13,2,Basic,Quarterly,Branch,84,7.23,20.24,0.0243,0,1,4,3,0,3,0,47,0.784,0,0.044,0
PH102234,26,26-35,Male,Single,Formally Employed,Mashonaland East,896.88,0,Standard,Monthly,Referral,50,9.94,9.94,0.0111,0,0,1,2,1,0,0,80,0.753,0,0.033,0
PH102235,50,46-60,Male,Single,Self Employed,Bulawayo,387.17,3,Standard,Monthly,Agent,39,13.31,13.31,0.0344,0,3,1,1,0,0,1,55,0.741,0,0.041,0
PH102236,41,36-45,Male,Divorced,Formally Employed,Bulawayo,629.21,1,Basic,Monthly,Branch,33,5.0,5.0,0.0079,16,1,7,1,0,0,0,55,0.454,0,0.174,0
PH102237,30,26-35,Male,Married,Informal Trader,Harare,314.7,2,Premium,Monthly,Referral,53,18.43,18.43,0.0586,5,0,0,1,2,0,1,49,0.813,1,0.021,0
PH102238,36,36-45,Female,Married,Formally Employed,Mashonaland West,268.91,1,Standard,Biannual,Agent,25,13.36,72.14,0.0497,0,2,5,0,2,1,0,63,0.836,0,0.063,0
PH102239,49,46-60,Male,Married,Informal Trader,Bulawayo,252.41,2,Premium,Monthly,Branch,33,20.11,20.11,0.0797,15,2,4,1,1,0,0,55,0.527,0,0.277,0
PH102240,42,36-45,Female,Married,Informal Trader,Mashonaland East,428.09,3,Basic,Annual,Mobile App,45,7.86,78.6,0.0184,0,0,2,0,0,0,0,51,0.512,0,0.029,0
PH102241,48,46-60,Male,Married,Self Employed,Matabeleland South,248.58,0,Family,Biannual,Mobile App,13,24.3,131.22,0.0978,9,3,2,3,0,0,0,70,0.876,0,0.101,0
PH102242,65,60+,Male,Divorced,Formally Employed,Manicaland,694.72,1,Family,Monthly,Website,19,27.74,27.74,0.0399,0,0,4,0,1,0,2,55,0.576,0,0.049,0
PH102243,22,18-25,Male,Married,Self Employed,Matabeleland North,492.88,6,Basic,Monthly,Branch,15,5.64,5.64,0.0114,24,2,4,1,0,0,0,42,0.473,0,0.117,0
PH102244,60,46-60,Male,Single,Self Employed,Masvingo,157.32,1,Family,Annual,Agent,31,23.44,234.4,0.149,21,0,6,2,1,0,1,42,0.806,0,0.124,0
PH102245,42,36-45,Female,Single,Informal Trader,Mashonaland West,249.98,3,Standard,Monthly,Branch,52,10.16,10.16,0.0406,8,4,3,1,1,0,0,69,0.825,0,0.064,0
PH102246,30,26-35,Female,Single,Formally Employed,Bulawayo,441.06,1,Premium,Monthly,Agent,32,17.86,17.86,0.0405,25,3,1,0,0,0,1,0,0.589,0,0.187,0
PH102247,25,18-25,Male,Married,Unemployed,Manicaland,58.8,0,Family,Monthly,Agent,18,24.57,24.57,0.4179,1,0,4,0,0,0,0,22,0.391,0,0.21,0
PH102248,39,36-45,Male,Married,Unemployed,Matabeleland North,138.04,2,Basic,Annual,Branch,13,7.17,71.7,0.0519,0,1,4,3,1,0,0,78,0.409,0,0.11,0
PH102249,52,46-60,Female,Single,Formally Employed,Matabeleland South,205.82,3,Basic,Monthly,Agent,38,8.4,8.4,0.0408,25,1,3,1,1,1,0,72,0.662,0,0.135,1
PH102250,39,36-45,Female,Divorced,Informal Trader,Midlands,355.31,0,Basic,Monthly,Agent,36,6.44,6.44,0.0181,0,2,2,0,1,0,0,43,0.142,0,0.126,0
PH102251,59,46-60,Female,Single,Informal Trader,Harare,143.41,1,Standard,Monthly,Agent,78,12.73,12.73,0.0888,7,0,4,1,0,0,0,73,0.794,0,0.051,0
PH102252,24,18-25,Female,Single,Informal Trader,Masvingo,212.48,1,Basic,Monthly,Mobile App,20,6.39,6.39,0.0301,34,4,7,0,0,0,0,55,0.289,0,0.325,0
PH102253,41,36-45,Female,Single,Formally Employed,Midlands,449.5,4,Standard,Monthly,Agent,43,9.26,9.26,0.0206,0,0,0,0,2,0,0,45,0.259,0,0.048,0
PH102254,26,26-35,Female,Single,Formally Employed,Masvingo,722.93,4,Basic,Biannual,Branch,82,5.0,27.0,0.0069,8,3,4,1,0,0,0,59,0.381,0,0.057,0
PH102255,45,36-45,Male,Married,Formally Employed,Bulawayo,222.22,1,Premium,Monthly,Agent,64,17.67,17.67,0.0795,19,1,3,1,1,0,0,42,0.805,0,0.051,0
PH102256,52,46-60,Male,Divorced,Self Employed,Matabeleland South,294.51,1,Basic,Quarterly,Agent,8,7.81,21.87,0.0265,15,2,3,0,1,0,1,44,0.094,0,0.169,0
PH102257,36,36-45,Female,Widowed,Unemployed,Manicaland,129.25,2,Standard,Monthly,Agent,35,12.0,12.0,0.0928,0,3,4,1,3,0,0,37,0.134,0,0.492,0
PH102258,18,18-25,Female,Married,Informal Trader,Masvingo,242.23,2,Basic,Monthly,Agent,35,8.98,8.98,0.0371,18,2,7,4,0,0,0,62,0.546,0,0.152,0
PH102259,43,36-45,Female,Married,Farmer,Masvingo,230.97,3,Premium,Monthly,Mobile App,71,19.49,19.49,0.0844,5,2,3,4,0,0,0,57,0.115,0,0.064,0
PH102260,46,46-60,Female,Married,Formally Employed,Matabeleland North,413.15,0,Family,Biannual,Agent,24,24.84,134.14,0.0601,17,2,5,2,1,0,1,48,0.743,1,0.093,0
PH102261,46,46-60,Male,Single,Formally Employed,Mashonaland East,500.35,1,Basic,Quarterly,Branch,84,8.18,22.9,0.0163,0,0,3,2,1,1,1,57,0.668,0,0.026,0
PH102262,56,46-60,Female,Single,Informal Trader,Masvingo,45.0,2,Premium,Monthly,Branch,33,20.73,20.73,0.4607,31,3,5,2,0,0,0,39,0.586,1,0.422,0
PH102263,28,26-35,Female,Divorced,Formally Employed,Harare,704.92,1,Family,Monthly,Agent,39,23.37,23.37,0.0332,4,1,5,1,1,0,0,45,0.781,1,0.047,0
PH102264,49,46-60,Male,Single,Self Employed,Matabeleland South,367.97,4,Family,Biannual,Agent,71,25.42,137.27,0.0691,14,2,5,4,0,1,0,53,0.347,1,0.095,0
PH102265,55,46-60,Female,Single,Informal Trader,Matabeleland South,573.27,2,Standard,Monthly,Mobile App,29,13.89,13.89,0.0242,0,3,0,1,0,0,0,82,0.513,1,0.041,0
PH102266,20,18-25,Female,Married,Formally Employed,Midlands,389.25,5,Basic,Monthly,Branch,57,6.82,6.82,0.0175,0,0,3,1,1,0,0,42,0.486,0,0.039,0
PH102267,45,36-45,Male,Married,Informal Trader,Harare,374.18,2,Basic,Monthly,Website,15,7.12,7.12,0.019,3,0,3,0,0,0,0,52,0.698,0,0.056,0
PH102268,35,26-35,Male,Single,Self Employed,Manicaland,253.19,0,Standard,Monthly,Agent,62,10.56,10.56,0.0417,17,1,2,1,1,1,0,64,0.765,0,0.086,0
PH102269,40,36-45,Male,Single,Informal Trader,Mashonaland West,255.11,2,Standard,Monthly,Website,17,12.33,12.33,0.0483,18,2,6,1,0,0,0,63,0.363,0,0.244,0
PH102270,45,36-45,Female,Married,Unemployed,Mashonaland East,59.79,1,Standard,Monthly,Agent,23,10.18,10.18,0.1703,1,2,0,0,1,0,0,46,0.223,0,0.276,0
PH102271,35,26-35,Male,Married,Formally Employed,Mashonaland West,392.58,3,Standard,Monthly,Agent,15,11.68,11.68,0.0298,25,2,6,1,1,1,0,37,0.432,0,0.358,0
PH102272,33,26-35,Female,Single,Farmer,Midlands,146.8,2,Basic,Monthly,Agent,77,5.42,5.42,0.0369,0,1,6,1,1,0,0,61,0.506,0,0.069,0
PH102273,41,36-45,Female,Married,Informal Trader,Matabeleland South,309.58,1,Basic,Biannual,Agent,45,6.31,34.07,0.0204,5,0,1,1,1,1,0,83,0.133,0,0.069,1
PH102274,28,26-35,Male,Married,Farmer,Harare,385.28,2,Family,Monthly,Mobile App,41,23.61,23.61,0.0613,13,2,4,0,0,1,0,66,0.566,1,0.077,0
PH102275,28,26-35,Female,Widowed,Formally Employed,Mashonaland West,531.15,1,Family,Monthly,Agent,16,25.58,25.58,0.0482,0,0,2,1,0,0,1,7,0.62,0,0.044,0
PH102276,49,46-60,Female,Married,Informal Trader,Manicaland,594.38,2,Premium,Monthly,Branch,40,20.37,20.37,0.0343,0,1,2,0,1,1,1,70,0.426,0,0.099,0
PH102277,27,26-35,Male,Single,Self Employed,Manicaland,500.15,2,Basic,Biannual,Agent,37,5.13,27.7,0.0103,17,1,8,1,1,0,0,72,0.345,0,0.108,0
PH102278,49,46-60,Male,Married,Unemployed,Bulawayo,64.01,3,Family,Monthly,Agent,12,27.75,27.75,0.4335,9,0,2,2,2,2,0,36,0.731,0,0.451,0
PH102279,47,46-60,Female,Married,Informal Trader,Masvingo,541.12,0,Basic,Quarterly,Referral,17,8.79,24.61,0.0162,9,2,0,0,0,0,3,83,0.363,0,0.06,1
PH102280,20,18-25,Female,Single,Self Employed,Masvingo,534.87,4,Premium,Monthly,Branch,21,15.93,15.93,0.0298,0,1,3,4,0,0,0,47,0.393,0,0.063,0
PH102281,33,26-35,Male,Married,Farmer,Manicaland,80.77,1,Basic,Biannual,Branch,26,5.0,27.0,0.0619,8,1,1,2,0,0,0,74,0.683,1,0.043,0
PH102282,55,46-60,Male,Single,Self Employed,Harare,376.41,4,Standard,Monthly,Agent,57,12.63,12.63,0.0336,1,0,1,1,0,0,1,74,0.685,0,0.027,0
PH102283,29,26-35,Male,Single,Formally Employed,Midlands,594.65,1,Premium,Monthly,Agent,11,18.64,18.64,0.0313,0,1,0,4,0,0,0,61,0.553,0,0.077,0
PH102284,35,26-35,Female,Married,Informal Trader,Bulawayo,317.65,0,Family,Biannual,Agent,89,24.89,134.41,0.0784,20,2,4,0,0,0,0,89,0.365,0,0.106,0
PH102285,47,46-60,Male,Married,Informal Trader,Matabeleland North,346.06,1,Premium,Monthly,Website,80,19.08,19.08,0.0551,0,1,6,2,2,0,0,64,0.228,0,0.146,0
PH102286,50,46-60,Female,Widowed,Self Employed,Manicaland,553.01,2,Family,Biannual,Agent,22,26.92,145.37,0.0487,7,1,3,0,1,0,0,62,0.854,0,0.028,1
PH102287,38,36-45,Female,Married,Self Employed,Harare,277.85,1,Standard,Monthly,Branch,41,11.05,11.05,0.0398,9,3,2,0,0,0,0,30,0.518,0,0.104,0
PH102288,34,26-35,Male,Married,Farmer,Matabeleland South,270.59,3,Premium,Monthly,Referral,40,21.56,21.56,0.0797,0,0,1,3,0,1,1,35,0.363,0,0.038,0
PH102289,58,46-60,Female,Married,Informal Trader,Mashonaland West,275.67,2,Standard,Biannual,Referral,39,13.6,73.44,0.0493,3,0,2,3,0,1,0,100,0.709,0,0.023,0
PH102290,62,60+,Male,Married,Formally Employed,Harare,404.46,1,Basic,Biannual,Referral,31,11.59,62.59,0.0287,14,3,2,1,0,2,0,13,0.746,0,0.124,0
PH102291,53,46-60,Female,Single,Formally Employed,Masvingo,600.42,1,Premium,Biannual,Mobile App,50,21.14,114.16,0.0352,21,4,5,3,1,1,0,56,0.686,0,0.126,0
PH102292,42,36-45,Male,Widowed,Farmer,Manicaland,239.74,0,Family,Monthly,Agent,40,24.32,24.32,0.1014,7,3,3,1,0,0,0,46,0.797,0,0.098,0
PH102293,31,26-35,Female,Divorced,Informal Trader,Mashonaland East,384.11,3,Basic,Annual,Referral,39,5.93,59.3,0.0154,13,1,2,2,0,1,1,70,0.553,0,0.036,0
PH102294,31,26-35,Female,Single,Farmer,Matabeleland North,251.01,3,Basic,Monthly,Referral,17,6.88,6.88,0.0274,2,0,1,1,0,0,0,67,0.857,1,0.015,0
PH102295,47,46-60,Male,Single,Self Employed,Mashonaland West,325.14,2,Basic,Monthly,Branch,57,7.44,7.44,0.0229,2,3,1,1,2,0,0,42,0.527,0,0.106,0
PH102296,46,46-60,Male,Single,Informal Trader,Masvingo,269.24,6,Family,Monthly,Agent,50,26.04,26.04,0.0967,0,3,1,3,0,0,1,57,0.919,0,0.069,0
PH102297,58,46-60,Male,Married,Informal Trader,Mashonaland East,331.81,3,Basic,Annual,Branch,8,8.57,85.7,0.0258,12,1,1,1,1,1,0,14,0.777,0,0.154,0
PH102298,49,46-60,Male,Married,Self Employed,Masvingo,386.63,1,Basic,Monthly,Agent,47,8.84,8.84,0.0229,0,2,1,2,0,0,0,92,0.756,0,0.034,0
PH102299,23,18-25,Female,Widowed,Informal Trader,Manicaland,196.91,3,Basic,Quarterly,Branch,59,7.0,19.6,0.0355,2,2,0,2,0,0,0,48,0.385,0,0.068,0
PH102300,54,46-60,Female,Married,Informal Trader,Harare,269.15,6,Basic,Monthly,Mobile App,12,7.35,7.35,0.0273,5,0,1,2,1,1,0,81,0.314,0,0.14,0
PH102301,29,26-35,Male,Married,Self Employed,Masvingo,622.6,5,Premium,Monthly,Mobile App,52,18.45,18.45,0.0296,0,0,4,3,0,1,0,34,0.219,1,0.039,0
PH102302,36,36-45,Female,Married,Unemployed,Harare,160.12,2,Family,Monthly,Mobile App,44,24.39,24.39,0.1523,0,1,2,2,0,0,0,70,0.456,1,0.168,0
PH102303,44,36-45,Female,Married,Unemployed,Manicaland,141.9,4,Basic,Monthly,Branch,20,8.18,8.18,0.0576,10,0,3,0,1,0,0,50,0.541,1,0.086,0
PH102304,65,60+,Female,Married,Unemployed,Matabeleland North,108.67,1,Basic,Monthly,Branch,52,10.84,10.84,0.0998,1,0,0,2,0,0,0,66,0.685,0,0.077,0
PH102305,78,60+,Male,Married,Unemployed,Midlands,133.04,2,Family,Monthly,Referral,41,27.89,27.89,0.2096,29,2,5,0,1,0,1,41,0.572,0,0.34,1
PH102306,48,46-60,Male,Married,Self Employed,Matabeleland North,218.28,3,Family,Monthly,Branch,53,24.43,24.43,0.1119,18,1,4,1,2,1,0,43,0.608,1,0.215,0
PH102307,39,36-45,Male,Married,Self Employed,Bulawayo,349.69,2,Basic,Monthly,Mobile App,30,8.37,8.37,0.0239,19,0,5,1,0,0,1,63,0.469,0,0.045,1
PH102308,47,46-60,Female,Married,Unemployed,Midlands,151.85,5,Basic,Monthly,Mobile App,12,8.78,8.78,0.0578,0,2,2,2,0,0,0,24,0.429,1,0.146,0
PH102309,52,46-60,Male,Married,Self Employed,Mashonaland East,398.87,3,Family,Quarterly,Branch,34,26.57,74.4,0.0666,0,0,2,0,0,0,0,99,0.1,0,0.017,0
PH102310,37,36-45,Male,Married,Formally Employed,Harare,383.32,2,Premium,Monthly,Referral,37,18.89,18.89,0.0493,3,0,1,4,0,0,0,49,0.366,0,0.063,0
PH102311,63,60+,Male,Married,Self Employed,Manicaland,172.1,1,Family,Monthly,Agent,39,30.34,30.34,0.1763,7,2,1,1,1,1,0,57,0.48,0,0.116,0
PH102312,44,36-45,Female,Married,Formally Employed,Mashonaland West,427.84,2,Basic,Monthly,Branch,35,7.52,7.52,0.0176,27,2,3,3,0,1,1,90,0.507,1,0.111,0
PH102313,47,46-60,Male,Married,Informal Trader,Matabeleland North,161.49,4,Standard,Monthly,Agent,22,11.54,11.54,0.0715,0,2,0,0,2,0,0,88,0.505,0,0.144,0
PH102314,49,46-60,Male,Married,Self Employed,Bulawayo,375.42,2,Premium,Monthly,Mobile App,31,21.51,21.51,0.0573,6,1,3,2,0,0,0,66,0.563,0,0.064,0
PH102315,46,46-60,Male,Single,Formally Employed,Bulawayo,500.62,1,Family,Quarterly,Referral,19,23.66,66.25,0.0473,1,1,2,1,0,0,1,52,0.286,0,0.037,0
PH102316,51,46-60,Male,Single,Farmer,Matabeleland North,364.46,5,Family,Quarterly,Agent,28,26.66,74.65,0.0731,8,2,2,1,1,2,0,35,0.452,0,0.067,0
PH102317,34,26-35,Female,Married,Unemployed,Matabeleland South,175.81,4,Basic,Annual,Agent,33,6.44,64.4,0.0366,8,0,3,4,1,1,0,100,0.643,0,0.095,0
PH102318,34,26-35,Male,Married,Unemployed,Harare,134.33,3,Standard,Annual,Branch,22,12.88,128.8,0.0959,2,1,0,0,0,0,0,72,0.569,0,0.06,0
PH102319,28,26-35,Male,Divorced,Informal Trader,Bulawayo,501.07,2,Basic,Quarterly,Referral,17,6.96,19.49,0.0139,7,2,1,2,1,0,0,5,0.585,0,0.128,0
PH102320,46,46-60,Female,Married,Unemployed,Mashonaland East,144.36,2,Family,Quarterly,Agent,43,26.05,72.94,0.1805,8,3,1,3,2,0,0,69,0.565,0,0.149,1
PH102321,50,46-60,Male,Married,Unemployed,Manicaland,77.09,4,Premium,Monthly,Branch,19,20.78,20.78,0.2696,0,3,3,4,1,1,0,43,0.579,0,0.384,1
PH102322,46,46-60,Male,Single,Informal Trader,Harare,224.14,0,Family,Quarterly,Agent,39,26.07,73.0,0.1163,31,3,6,1,2,1,0,13,0.435,0,0.334,0
PH102323,61,60+,Female,Single,Farmer,Mashonaland East,477.89,5,Basic,Monthly,Referral,68,9.13,9.13,0.0191,6,0,2,3,0,0,0,54,0.697,0,0.024,0
PH102324,41,36-45,Male,Married,Formally Employed,Bulawayo,320.84,2,Basic,Monthly,Branch,42,6.12,6.12,0.0191,27,3,7,2,1,0,0,37,0.729,0,0.33,1
PH102325,49,46-60,Male,Single,Farmer,Mashonaland West,189.95,0,Basic,Monthly,Branch,46,8.34,8.34,0.0439,16,1,4,1,0,0,0,64,0.561,1,0.039,0
PH102326,28,26-35,Male,Married,Self Employed,Harare,550.0,0,Basic,Monthly,Agent,37,8.54,8.54,0.0155,8,3,2,1,1,1,0,30,0.622,0,0.148,0
PH102327,36,36-45,Female,Married,Informal Trader,Matabeleland North,144.15,3,Standard,Quarterly,Mobile App,26,10.6,29.68,0.0735,3,0,3,1,1,0,0,50,0.153,0,0.076,0
PH102328,49,46-60,Female,Married,Formally Employed,Bulawayo,635.31,2,Family,Monthly,Agent,39,27.41,27.41,0.0431,11,3,5,1,0,0,0,100,0.487,0,0.061,0
PH102329,51,46-60,Female,Widowed,Informal Trader,Manicaland,389.75,2,Standard,Monthly,Branch,29,12.52,12.52,0.0321,0,3,3,3,0,0,0,54,0.898,0,0.217,0
PH102330,37,36-45,Female,Married,Informal Trader,Manicaland,284.65,1,Standard,Monthly,Branch,64,12.81,12.81,0.045,0,1,1,1,0,0,0,75,0.563,0,0.033,0
PH102331,40,36-45,Male,Married,Farmer,Mashonaland East,386.27,1,Family,Annual,Branch,54,25.55,255.5,0.0661,0,3,2,1,0,2,0,54,0.171,0,0.085,0
PH102332,23,18-25,Male,Widowed,Farmer,Midlands,203.49,2,Family,Monthly,Website,30,24.37,24.37,0.1198,0,3,1,1,0,0,0,31,0.709,0,0.063,1
PH102333,37,36-45,Female,Widowed,Farmer,Matabeleland South,314.02,2,Standard,Quarterly,Agent,21,9.27,25.96,0.0295,7,1,0,3,0,1,0,0,0.693,0,0.065,0
PH102334,52,46-60,Female,Single,Self Employed,Manicaland,45.0,1,Basic,Annual,Agent,29,10.05,100.5,0.2233,8,0,1,1,0,1,0,68,0.844,1,0.04,0
PH102335,48,46-60,Male,Single,Farmer,Harare,287.29,1,Basic,Monthly,Website,29,7.68,7.68,0.0267,28,1,6,1,1,0,0,54,0.869,0,0.056,0
PH102336,47,46-60,Female,Single,Self Employed,Harare,609.72,3,Standard,Biannual,Mobile App,26,12.47,67.34,0.0205,12,0,3,1,1,0,0,76,0.584,1,0.024,0
PH102337,42,36-45,Male,Married,Unemployed,Masvingo,168.4,3,Premium,Biannual,Agent,19,19.82,107.03,0.1177,9,2,2,6,0,0,1,57,0.704,0,0.162,0
PH102338,41,36-45,Male,Divorced,Formally Employed,Mashonaland West,382.75,0,Premium,Monthly,Agent,39,15.79,15.79,0.0413,9,0,3,1,0,0,0,100,0.801,0,0.015,0
PH102339,33,26-35,Male,Married,Self Employed,Midlands,126.32,4,Standard,Monthly,Mobile App,29,12.94,12.94,0.1024,11,1,3,0,1,0,1,42,0.511,0,0.07,0
